program,input,iteration,is_regression,regression_type,exec_key,path_score,resource_score,archetype_score,bounds_score,weighted_score,max_signal,combined_score,detected
sqlite,366,2,False,,sqlite_366_2_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,367,0,False,,sqlite_367_0_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,367,1,False,,sqlite_367_1_False,0.0,1.0,0.0,0.0,0.25,1.0,0.7,True
sqlite,367,2,False,,sqlite_367_2_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,368,0,False,,sqlite_368_0_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,368,1,False,,sqlite_368_1_False,0.0,0.0,0.5,0.7,0.3,0.7,0.48999999999999994,False
sqlite,368,2,False,,sqlite_368_2_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,369,0,False,,sqlite_369_0_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,369,1,False,,sqlite_369_1_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,369,2,False,,sqlite_369_2_False,0.0,0.8,0.0,0.0,0.2,0.8,0.5599999999999999,False
sqlite,370,0,False,,sqlite_370_0_False,0.0,0.9,0.0,0.0,0.225,0.9,0.63,False
sqlite,370,1,False,,sqlite_370_1_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,370,2,False,,sqlite_370_2_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,371,0,False,,sqlite_371_0_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,371,1,False,,sqlite_371_1_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,371,2,False,,sqlite_371_2_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,372,0,False,,sqlite_372_0_False,0.0,0.6,0.0,0.0,0.15,0.6,0.42,False
sqlite,372,1,False,,sqlite_372_1_False,0.0,0.0,0.5,0.0,0.125,0.5,0.35,False
sqlite,372,2,False,,sqlite_372_2_False,0.0,0.0,0.6,0.0,0.15,0.6,0.42,False
sqlite,373,0,False,,sqlite_373_0_False,0.0,0.3,0.0,0.5,0.2,0.5,0.35,False
sqlite,373,1,False,,sqlite_373_1_False,0.5,1.0,0.5,0.0,0.5,1.0,0.7,True
sqlite,373,2,False,,sqlite_373_2_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,374,0,False,,sqlite_374_0_False,0.0,0.6,0.0,0.0,0.15,0.6,0.42,False
sqlite,374,1,False,,sqlite_374_1_False,0.0,0.0,0.0,0.3,0.075,0.3,0.21,False
sqlite,374,2,False,,sqlite_374_2_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,375,0,False,,sqlite_375_0_False,0.0,0.8,0.0,0.0,0.2,0.8,0.5599999999999999,False
sqlite,375,1,False,,sqlite_375_1_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,375,2,False,,sqlite_375_2_False,0.0,0.8,0.0,0.0,0.2,0.8,0.5599999999999999,False
sqlite,376,0,False,,sqlite_376_0_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,376,1,False,,sqlite_376_1_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,376,2,False,,sqlite_376_2_False,0.0,0.8,0.0,0.0,0.2,0.8,0.5599999999999999,False
sqlite,377,0,False,,sqlite_377_0_False,0.0,0.0,0.5,0.3,0.2,0.5,0.35,False
sqlite,377,1,False,,sqlite_377_1_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,377,2,False,,sqlite_377_2_False,0.0,0.0,0.0,0.3,0.075,0.3,0.21,False
sqlite,378,0,False,,sqlite_378_0_False,0.0,0.8,0.0,0.0,0.2,0.8,0.5599999999999999,False
sqlite,378,1,False,,sqlite_378_1_False,0.0,0.0,0.0,0.3,0.075,0.3,0.21,False
sqlite,378,2,False,,sqlite_378_2_False,0.0,0.0,0.6,0.0,0.15,0.6,0.42,False
sqlite,379,0,False,,sqlite_379_0_False,0.0,0.0,0.5,0.0,0.125,0.5,0.35,False
sqlite,379,1,False,,sqlite_379_1_False,0.0,0.0,0.0,0.3,0.075,0.3,0.21,False
sqlite,379,2,False,,sqlite_379_2_False,0.0,0.0,0.6,0.0,0.15,0.6,0.42,False
sqlite,380,0,False,,sqlite_380_0_False,0.0,0.6,0.0,0.0,0.15,0.6,0.42,False
sqlite,380,1,False,,sqlite_380_1_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,380,2,False,,sqlite_380_2_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,381,0,False,,sqlite_381_0_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,381,1,False,,sqlite_381_1_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,381,2,False,,sqlite_381_2_False,0.0,0.9,0.0,0.0,0.225,0.9,0.63,False
sqlite,382,0,False,,sqlite_382_0_False,0.0,0.0,0.0,0.7,0.175,0.7,0.48999999999999994,False
sqlite,382,1,False,,sqlite_382_1_False,0.0,0.8,0.0,0.0,0.2,0.8,0.5599999999999999,False
sqlite,382,2,False,,sqlite_382_2_False,0.0,0.8,0.0,0.0,0.2,0.8,0.5599999999999999,False
sqlite,383,0,False,,sqlite_383_0_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,383,1,False,,sqlite_383_1_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,383,2,False,,sqlite_383_2_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,384,0,False,,sqlite_384_0_False,0.0,0.8,0.0,0.0,0.2,0.8,0.5599999999999999,False
sqlite,384,1,False,,sqlite_384_1_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,384,2,False,,sqlite_384_2_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,385,0,False,,sqlite_385_0_False,0.0,0.0,0.5,0.0,0.125,0.5,0.35,False
sqlite,385,1,False,,sqlite_385_1_False,0.0,0.0,0.6,0.0,0.15,0.6,0.42,False
sqlite,385,2,False,,sqlite_385_2_False,0.0,0.0,0.0,0.5,0.125,0.5,0.35,False
sqlite,386,0,False,,sqlite_386_0_False,0.0,0.9,0.5,0.0,0.35,0.9,0.63,False
sqlite,386,1,False,,sqlite_386_1_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,386,2,False,,sqlite_386_2_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,387,0,False,,sqlite_387_0_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,387,1,False,,sqlite_387_1_False,0.96,0.0,0.0,0.0,0.24,0.96,0.6719999999999999,True
sqlite,387,2,False,,sqlite_387_2_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,388,0,False,,sqlite_388_0_False,0.0,0.8,0.0,0.0,0.2,0.8,0.5599999999999999,False
sqlite,388,1,False,,sqlite_388_1_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,388,2,False,,sqlite_388_2_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,389,0,False,,sqlite_389_0_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,389,1,False,,sqlite_389_1_False,0.0,0.0,0.0,0.3,0.075,0.3,0.21,False
sqlite,389,2,False,,sqlite_389_2_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,390,0,False,,sqlite_390_0_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,390,1,False,,sqlite_390_1_False,0.0,0.8,0.0,0.0,0.2,0.8,0.5599999999999999,False
sqlite,390,2,False,,sqlite_390_2_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,391,0,False,,sqlite_391_0_False,0.0,0.6,0.0,0.0,0.15,0.6,0.42,False
sqlite,391,1,False,,sqlite_391_1_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,391,2,False,,sqlite_391_2_False,0.5833333333333334,0.0,0.5,0.5,0.39583333333333337,0.5833333333333334,0.4083333333333333,False
sqlite,392,0,False,,sqlite_392_0_False,0.0,0.6,0.0,0.0,0.15,0.6,0.42,False
sqlite,392,1,False,,sqlite_392_1_False,0.0,0.0,0.0,0.3,0.075,0.3,0.21,False
sqlite,392,2,False,,sqlite_392_2_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,393,0,False,,sqlite_393_0_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,393,1,False,,sqlite_393_1_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,393,2,False,,sqlite_393_2_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,394,0,False,,sqlite_394_0_False,0.0,0.0,0.5,0.3,0.2,0.5,0.35,False
sqlite,394,1,False,,sqlite_394_1_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,394,2,False,,sqlite_394_2_False,0.0,0.0,0.5,0.3,0.2,0.5,0.35,False
sqlite,395,0,False,,sqlite_395_0_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,395,1,False,,sqlite_395_1_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,395,2,False,,sqlite_395_2_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,396,0,False,,sqlite_396_0_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,396,1,False,,sqlite_396_1_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,396,2,False,,sqlite_396_2_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,397,0,False,,sqlite_397_0_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,397,1,False,,sqlite_397_1_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,397,2,False,,sqlite_397_2_False,0.0,0.6,0.0,0.0,0.15,0.6,0.42,False
sqlite,398,0,False,,sqlite_398_0_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,398,1,False,,sqlite_398_1_False,0.0,0.6,0.0,0.0,0.15,0.6,0.42,False
sqlite,398,2,False,,sqlite_398_2_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,399,0,False,,sqlite_399_0_False,0.0,0.0,0.0,0.7,0.175,0.7,0.48999999999999994,False
sqlite,399,1,False,,sqlite_399_1_False,0.0,0.0,0.6,0.0,0.15,0.6,0.42,False
sqlite,399,2,False,,sqlite_399_2_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,400,0,False,,sqlite_400_0_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,400,1,False,,sqlite_400_1_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,400,2,False,,sqlite_400_2_False,0.725,0.0,0.0,0.0,0.18125,0.725,0.5075,False
sqlite,401,0,False,,sqlite_401_0_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,401,1,False,,sqlite_401_1_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,401,2,False,,sqlite_401_2_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,402,0,False,,sqlite_402_0_False,0.0,0.0,0.0,0.9,0.225,0.9,0.63,False
sqlite,402,1,False,,sqlite_402_1_False,0.0,0.6,0.0,0.5,0.275,0.6,0.42,False
sqlite,402,2,False,,sqlite_402_2_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,403,0,False,,sqlite_403_0_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,403,1,False,,sqlite_403_1_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,403,2,False,,sqlite_403_2_False,0.0,0.3,0.0,0.0,0.075,0.3,0.21,False
sqlite,404,0,False,,sqlite_404_0_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,404,1,False,,sqlite_404_1_False,0.0,0.0,0.0,0.3,0.075,0.3,0.21,False
sqlite,404,2,False,,sqlite_404_2_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,405,0,False,,sqlite_405_0_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,405,1,False,,sqlite_405_1_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,405,2,False,,sqlite_405_2_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,406,0,False,,sqlite_406_0_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,406,1,False,,sqlite_406_1_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,406,2,False,,sqlite_406_2_False,0.0,0.8,0.0,0.0,0.2,0.8,0.5599999999999999,False
sqlite,407,0,False,,sqlite_407_0_False,0.0,0.8,0.6,0.0,0.35,0.8,0.5599999999999999,False
sqlite,407,1,False,,sqlite_407_1_False,0.0,0.8,0.5,0.3,0.4,0.8,0.5599999999999999,False
sqlite,407,2,False,,sqlite_407_2_False,0.0,0.8,0.0,0.0,0.2,0.8,0.5599999999999999,False
sqlite,408,0,False,,sqlite_408_0_False,0.0,0.3,0.0,0.0,0.075,0.3,0.21,False
sqlite,408,1,False,,sqlite_408_1_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,408,2,False,,sqlite_408_2_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,409,0,False,,sqlite_409_0_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,409,1,False,,sqlite_409_1_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,409,2,False,,sqlite_409_2_False,0.0,0.6,0.0,0.0,0.15,0.6,0.42,False
sqlite,410,0,False,,sqlite_410_0_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,410,1,False,,sqlite_410_1_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,410,2,False,,sqlite_410_2_False,0.0,0.6,0.0,0.0,0.15,0.6,0.42,False
sqlite,411,0,False,,sqlite_411_0_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,411,1,False,,sqlite_411_1_False,0.0,1.0,0.5,0.9,0.6,1.0,0.7,True
sqlite,411,2,False,,sqlite_411_2_False,0.0,0.0,0.5,0.7,0.3,0.7,0.48999999999999994,False
sqlite,412,0,False,,sqlite_412_0_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,412,1,False,,sqlite_412_1_False,0.0,0.0,0.6,0.0,0.15,0.6,0.42,False
sqlite,412,2,False,,sqlite_412_2_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,413,0,False,,sqlite_413_0_False,0.0,0.9,0.0,0.3,0.3,0.9,0.63,False
sqlite,413,1,False,,sqlite_413_1_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,413,2,False,,sqlite_413_2_False,0.0,1.0,0.5,0.9,0.6,1.0,0.7,True
sqlite,414,0,False,,sqlite_414_0_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,414,1,False,,sqlite_414_1_False,0.0,0.8,0.0,0.0,0.2,0.8,0.5599999999999999,False
sqlite,414,2,False,,sqlite_414_2_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,415,0,False,,sqlite_415_0_False,0.0,0.0,0.5,0.3,0.2,0.5,0.35,False
sqlite,415,1,False,,sqlite_415_1_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,415,2,False,,sqlite_415_2_False,0.0,0.6,0.0,0.0,0.15,0.6,0.42,False
sqlite,416,0,False,,sqlite_416_0_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,416,1,False,,sqlite_416_1_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,416,2,False,,sqlite_416_2_False,0.0,0.0,0.6,0.0,0.15,0.6,0.42,False
sqlite,417,0,False,,sqlite_417_0_False,0.0,0.0,0.0,0.7,0.175,0.7,0.48999999999999994,False
sqlite,417,1,False,,sqlite_417_1_False,0.0,0.0,0.0,0.7,0.175,0.7,0.48999999999999994,False
sqlite,417,2,False,,sqlite_417_2_False,0.0,0.0,0.0,0.5,0.125,0.5,0.35,False
sqlite,418,0,False,,sqlite_418_0_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,418,1,False,,sqlite_418_1_False,0.0,0.8,0.0,0.3,0.275,0.8,0.5599999999999999,False
sqlite,418,2,False,,sqlite_418_2_False,0.0,0.0,0.5,0.0,0.125,0.5,0.35,False
sqlite,419,0,False,,sqlite_419_0_False,0.0,0.9,0.0,0.0,0.225,0.9,0.63,False
sqlite,419,1,False,,sqlite_419_1_False,0.0,0.0,0.5,0.3,0.2,0.5,0.35,False
sqlite,419,2,False,,sqlite_419_2_False,0.0,0.6,0.0,0.0,0.15,0.6,0.42,False
sqlite,420,0,False,,sqlite_420_0_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,420,1,False,,sqlite_420_1_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,420,2,False,,sqlite_420_2_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,421,0,False,,sqlite_421_0_False,0.0,0.3,0.0,0.0,0.075,0.3,0.21,False
sqlite,421,1,False,,sqlite_421_1_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,421,2,False,,sqlite_421_2_False,0.0,0.0,0.5,0.3,0.2,0.5,0.35,False
sqlite,422,0,False,,sqlite_422_0_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,422,1,False,,sqlite_422_1_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,422,2,False,,sqlite_422_2_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,423,0,False,,sqlite_423_0_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,423,1,False,,sqlite_423_1_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,423,2,False,,sqlite_423_2_False,0.0,0.8,0.5,0.3,0.4,0.8,0.5599999999999999,False
sqlite,424,0,False,,sqlite_424_0_False,0.0,0.8,0.0,0.0,0.2,0.8,0.5599999999999999,False
sqlite,424,1,False,,sqlite_424_1_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,424,2,False,,sqlite_424_2_False,0.0,0.0,0.5,0.0,0.125,0.5,0.35,False
sqlite,425,0,False,,sqlite_425_0_False,0.0,0.8,0.0,0.0,0.2,0.8,0.5599999999999999,False
sqlite,425,1,False,,sqlite_425_1_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,425,2,False,,sqlite_425_2_False,0.0,0.0,0.0,0.5,0.125,0.5,0.35,False
sqlite,426,0,False,,sqlite_426_0_False,0.0,0.0,0.6,0.0,0.15,0.6,0.42,False
sqlite,426,1,False,,sqlite_426_1_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,426,2,False,,sqlite_426_2_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,427,0,False,,sqlite_427_0_False,0.5714285714285714,0.0,0.0,0.5,0.26785714285714285,0.5714285714285714,0.39999999999999997,False
sqlite,427,1,False,,sqlite_427_1_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,427,2,False,,sqlite_427_2_False,0.0,0.0,0.0,0.5,0.125,0.5,0.35,False
sqlite,428,0,False,,sqlite_428_0_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,428,1,False,,sqlite_428_1_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,428,2,False,,sqlite_428_2_False,0.0,0.8,0.0,0.0,0.2,0.8,0.5599999999999999,False
sqlite,429,0,False,,sqlite_429_0_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,429,1,False,,sqlite_429_1_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,429,2,False,,sqlite_429_2_False,0.0,0.6,0.0,0.0,0.15,0.6,0.42,False
sqlite,430,0,False,,sqlite_430_0_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,430,1,False,,sqlite_430_1_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,430,2,False,,sqlite_430_2_False,0.86,1.0,0.0,0.0,0.46499999999999997,1.0,0.7,True
sqlite,431,0,False,,sqlite_431_0_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,431,1,False,,sqlite_431_1_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,431,2,False,,sqlite_431_2_False,0.0,0.9,0.0,0.0,0.225,0.9,0.63,False
sqlite,432,0,False,,sqlite_432_0_False,0.0,0.0,0.0,0.3,0.075,0.3,0.21,False
sqlite,432,1,False,,sqlite_432_1_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,432,2,False,,sqlite_432_2_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,433,0,False,,sqlite_433_0_False,0.0,0.3,0.0,0.0,0.075,0.3,0.21,False
sqlite,433,1,False,,sqlite_433_1_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,433,2,False,,sqlite_433_2_False,0.0,0.0,0.6,0.0,0.15,0.6,0.42,False
sqlite,434,0,False,,sqlite_434_0_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,434,1,False,,sqlite_434_1_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,434,2,False,,sqlite_434_2_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,435,0,False,,sqlite_435_0_False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
sqlite,435,1,False,,sqlite_435_1_False,0.0,0.3,0.0,0.0,0.075,0.3,0.21,False
